"","session_id","ord0","ord1","ord2","ord3","ord4","ord5","ord6","ord7","ord8","ord9","ord10","ord11","ord12","ord13","session_last_update_date","t.cesd","t.consent","t.deq","t.instcesd","t.instdeq","t.instiat","t.instqiat","t.instrses","t.instsds","t.lastpage","t.pimgr","t.realstart","t.rses","t.sc.iat","t.sc.qiat","t.sds","total_secs","completion_secs"
"222",9855027,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instqiat","sc.qiat","instsds","sds","instcesd","cesd","lastpage",2017-06-18 15:11:20,98,13,188,3,24,,13,14,31,0,1,20,170,,2059,233,2867,2867
"223",9855035,"pimgr","consent","realstart","instiat","sc.iat",,,,,,,,,,,,2,,,,33,,,,,2,2,,,,,39,
"224",9855041,"pimgr","consent","realstart","instiat",,,,,,,,,,,,,4,,,,,,,,,2,4,,,,,10,
"225",9855095,"pimgr","consent","realstart","instdeq","deq","instqiat","sc.qiat","instrses","rses","instsds","sds","instcesd","cesd","lastpage",2017-06-18 15:35:42,31,7,36,7,4,,6,146,9,0,2,4,50,,646,42,990,990
"226",9855125,"pimgr","consent","realstart","instrses","rses","instqiat","sc.qiat","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-18 15:50:10,17,3,38,4,2,,5,4,3,0,2,7,60,,535,32,712,712
"227",9855127,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instiat","sc.iat","instcesd","cesd","instsds","sds","lastpage",2017-06-18 15:49:37,39,6,53,15,11,47,,8,6,0,2,7,64,289,,58,605,605
"228",9855150,"pimgr","consent","realstart","instiat","sc.iat","instdeq","deq","instrses","rses","instcesd","cesd","instsds","sds","lastpage",2017-06-18 16:08:25,41,5,41,3,4,3,,5,7,0,2,3,83,375,,52,624,624
"229",9855175,"pimgr","consent","realstart","instiat","sc.iat","instdeq","deq","instrses","rses","instsds","sds","instcesd","cesd","lastpage",2017-06-18 16:43:52,101,3,71,57,78,152,,27,16,0,6,101,213,403,,70,1298,1298
"230",9855187,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instqiat","sc.qiat","instcesd","cesd","instsds","sds","lastpage",2017-06-18 16:51:39,33,2,45,2,1,,5,2,4,0,3,3,42,,567,29,738,738
"231",9855208,"pimgr","consent","realstart","instqiat","sc.qiat","instrses","rses","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-18 17:09:32,33,2,32,2,1,,2,4,2,0,1,2,57,,728,40,906,906
"232",9855248,"pimgr","consent","realstart","instrses","rses","instqiat","sc.qiat","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-18 18:14:20,25,9,22,3,8,,5,2,2,0,1,7,43,,616,48,791,791
"233",9855251,"pimgr","consent","realstart","instqiat","sc.qiat","instrses","rses","instdeq","deq","instsds","sds","instcesd","cesd","lastpage",2017-06-18 18:15:30,74,5,66,2,5,,6,7,2,0,2,10,77,,330,75,661,661
"234",9855255,"pimgr","consent","realstart",,,,,,,,,,,,,,10,,,,,,,,,2,,,,,,12,
"235",9855261,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,
"236",9855305,"pimgr","consent","realstart","instiat","sc.iat",,,,,,,,,,,,2,,,,2,,,,,1,1,,,,,6,
"237",9855343,"pimgr","consent","realstart","instrses","rses",,,,,,,,,,,,7,,,,,,4,,,1,7,,,,,19,
"238",9855349,"pimgr","consent","realstart","instdeq","deq","instqiat","sc.qiat",,,,,,,,,,2,28,,1,,2,,,,1,6,,,,,40,
"239",9855352,"pimgr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
"240",9855357,"pimgr","consent","realstart","instrses","rses",,,,,,,,,,,,2,,,,,,5,,,1,4,,,,,12,
"241",9855384,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instiat","sc.iat","instcesd","cesd","instsds","sds","lastpage",2017-06-18 20:20:56,33,3,36,8,3,2,,2,3,0,1,3,62,362,,52,570,570
"242",9855399,"pimgr","consent","realstart","instiat","sc.iat",,,,,,,,,,,,3,,,,6,,,,,2,1,,,,,12,
"243",9855420,"pimgr","consent","realstart","instdeq","deq","instqiat","sc.qiat",,,,,,,,,,3,25,,4,,5,,,,1,2,,,,,40,
"244",9855430,"pimgr","consent","realstart","instqiat","sc.qiat","instrses","rses","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-18 21:20:33,44,8,172,7,9,,6,30,6,0,1,6,59,,791,46,1185,1185
"245",9855431,"pimgr","consent","realstart","instiat","sc.iat","instdeq","deq","instrses","rses","instcesd","cesd","instsds","sds","lastpage",2017-06-18 21:11:09,42,4,58,9,10,3,,6,10,0,3,4,61,273,,51,534,534
"246",9855460,"pimgr","consent","realstart","instrses","rses","instqiat","sc.qiat","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-18 22:38:06,51,156,68,297,18,,12,25,4,0,1,1362,84,,1484,88,3650,3650
"247",9855485,"pimgr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
"248",9855505,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instqiat","sc.qiat","instsds","sds","instcesd","cesd","lastpage",2017-06-18 22:39:39,42,7,29,2,3,,2,6,5,0,1,3,53,,679,39,871,871
"249",9855507,"pimgr","consent","realstart","instqiat","sc.qiat","instdeq","deq","instrses","rses","instsds","sds","instcesd","cesd","lastpage",2017-06-18 22:44:15,26,3,32,1,10,,8,5,2,0,1,34,56,,815,52,1045,1045
"250",9855517,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instqiat","sc.qiat","instsds","sds","instcesd","cesd","lastpage",2017-06-18 22:58:13,43,11,64,5,17,,9,15,18,0,1,12,94,,880,52,1221,1221
"251",9855518,"pimgr","consent","realstart","instrses","rses","instiat","sc.iat","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-18 22:49:01,35,4,56,7,9,11,,2,6,0,2,12,55,278,,103,580,580
"252",9855535,"pimgr","consent","realstart","instrses","rses","instiat","sc.iat","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-18 23:08:33,44,4,60,7,10,27,,6,4,0,2,2,63,543,,44,816,816
"253",9855549,"pimgr","consent","realstart","instiat","sc.iat","instdeq","deq","instrses","rses","instsds","sds","instcesd","cesd","lastpage",2017-06-18 23:20:55,23,70,80,13,17,26,,8,3,0,2,9,78,328,,52,709,709
"254",9855551,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,
"255",9855559,"pimgr","consent","realstart","instrses","rses","instqiat","sc.qiat","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-18 23:37:55,22,5,47,2,3,,6,4,2,0,1,7,57,,564,66,786,786
"256",9855564,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instqiat","sc.qiat",,,,,,,,5,32,,6,,17,8,,,2,2,42,,,,114,
"257",9855565,"pimgr","consent","realstart","instiat","sc.iat","instrses","rses","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-18 23:41:26,15,19,20,2,5,26,,5,3,0,7,6,37,327,,46,518,518
"258",9855567,"pimgr","consent","realstart","instrses","rses","instiat","sc.iat","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-18 23:39:45,18,8,11,1,3,16,,2,1,0,0,8,58,218,,11,355,355
"259",9855580,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,
"260",9855600,"pimgr","consent","realstart","instiat","sc.iat",,,,,,,,,,,,53,,,,8,,,,,1,4,,,,,66,
"261",9855607,"pimgr","consent","realstart","instiat","sc.iat","instrses","rses","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-19 00:18:36,27,5,20,3,4,9,,7,3,0,4,26,36,399,,30,573,573
"262",9855610,"pimgr","consent","realstart","instdeq","deq","instiat","sc.iat","instrses","rses","instcesd","cesd","instsds","sds","lastpage",2017-06-19 00:19:16,17,4,27,3,6,14,,5,5,0,3,5,28,240,,24,381,381
"263",9855612,"pimgr","consent","realstart","instrses","rses",,,,,,,,,,,,12,,,,,,4,,,1,1,,,,,18,
"264",9855630,"pimgr","consent","realstart","instiat","sc.iat","instrses","rses","instdeq","deq","instsds","sds","instcesd","cesd","lastpage",2017-06-19 01:04:02,21,2,32,2,9,32,,5,2,0,0,4,53,341,,44,547,547
"265",9855631,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instqiat","sc.qiat","instsds","sds","instcesd","cesd","lastpage",2017-06-19 01:08:38,27,8,32,4,5,,6,5,8,0,4,3,49,,561,47,759,759
"266",9855646,"pimgr","consent","realstart","instdeq","deq","instiat","sc.iat","instrses","rses","instsds","sds","instcesd","cesd","lastpage",2017-06-19 02:15:39,31,3,35,2,2,10,,3247,44,0,1,14,29,356,,47,3821,3821
"267",9855651,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instiat","sc.iat","instcesd","cesd","instsds","sds","lastpage",2017-06-19 01:26:14,25,3,28,2,1,2,,1,2,0,3,6,44,276,,32,425,425
"268",9855654,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instqiat","sc.qiat",,,,,,,,11,84,,1,,6,4,,,2,3,21,,,,132,
"269",9855657,"pimgr","consent","realstart","instqiat","sc.qiat","instdeq","deq","instrses","rses","instcesd","cesd","instsds","sds","lastpage",2017-06-19 01:43:35,49,17,40,7,47,,6,5,7,0,2,13,49,,817,41,1100,1100
"270",9855668,"pimgr","consent","realstart","instrses","rses","instiat","sc.iat","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-19 01:54:01,38,2,45,4,5,9,,4,3,0,1,3,215,352,,65,746,746
"271",9855691,"pimgr","consent","realstart","instrses","rses","instiat","sc.iat","instdeq","deq","instsds","sds","instcesd","cesd","lastpage",2017-06-19 02:25:56,26,6,37,2,5,5,,3,4,0,0,2,56,200,,48,394,394
"272",9855703,"pimgr","consent","realstart","instrses","rses","instqiat","sc.qiat","instdeq","deq","instsds","sds","instcesd","cesd","lastpage",2017-06-19 03:10:59,34,3,36,2,4,,6,5,10,0,2,4,61,,709,36,912,912
"273",9855706,"pimgr","consent","realstart",,,,,,,,,,,,,,4,,,,,,,,,1,,,,,,5,
"274",9855732,"pimgr","consent","realstart","instiat","sc.iat","instrses","rses","instdeq","deq","instsds","sds","instcesd","cesd","lastpage",2017-06-19 04:13:42,37,3,39,2,2,3,,6,1,0,1,2,71,338,,56,561,561
"275",9855742,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,
"276",9855754,"pimgr","consent","realstart","instiat",,,,,,,,,,,,,17,,,,,,,,,1,4,,,,,22,
"277",9855762,"pimgr","consent","realstart","instrses","rses","instiat","sc.iat","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-19 04:44:15,32,5,36,5,6,21,,4,1,0,4,6,65,332,,37,554,554
"278",9855774,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instqiat","sc.qiat","instcesd","cesd","instsds","sds","lastpage",2017-06-19 04:58:39,32,2,49,7,3,,4,6,2,0,1,5,51,,825,53,1040,1040
"279",9855786,"pimgr","consent","realstart","instdeq","deq","instqiat","sc.qiat","instrses","rses","instcesd","cesd","instsds","sds","lastpage",2017-06-19 05:08:36,26,4,36,2,2,,2,7,2,0,0,2,33,,831,39,986,986
"280",9855833,"pimgr","consent","realstart","instiat","sc.iat","instrses","rses","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-19 07:34:26,18,11,22,5,8,12,,7,2,0,2,4,40,2231,,42,2404,2404
"281",9855837,"pimgr","consent","realstart","instrses","rses","instiat","sc.iat","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-19 07:08:11,32,20,27,4,4,32,,8,6,0,1,7,74,305,,53,573,573
"282",9855867,"pimgr","consent","realstart",,,,,,,,,,,,,,9,,,,,,,,,1,,,,,,10,
"283",9855887,"pimgr","consent","realstart","instrses","rses","instdeq","deq",,,,,,,,,,3,,,3,,,4,,,4,2,37,,,,53,
"284",9855911,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,
"285",9855918,"pimgr","consent","realstart","instrses","rses","instiat","sc.iat","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-19 08:11:53,24,324,45,5,4,14,,3,2,0,8,4,56,418,,55,962,962
"286",9855925,"pimgr","consent","realstart","instdeq",,,,,,,,,,,,,9,,,,,,,,,1,4,,,,,14,
"287",9855973,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,
"288",9855975,"pimgr","consent","realstart","instrses","rses","instqiat","sc.qiat","instdeq","deq","instsds","sds","instcesd","cesd","lastpage",2017-06-19 09:41:38,73,3,76,3,4,,4,6,4,0,0,7,128,,2541,343,3192,3192
"289",9855977,"pimgr","consent","realstart","instqiat","sc.qiat","instrses","rses","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-19 09:03:58,39,6,34,3,4,,6,7,2,0,2,5,66,,619,51,844,844
"290",9855979,"pimgr","consent","realstart","instqiat",,,,,,,,,,,,,15,,,,,,,,,2,8,,,,,25,
"291",9855981,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,
"292",9856031,"pimgr","consent","realstart","instrses","rses","instiat","sc.iat","instdeq","deq","instsds","sds","instcesd","cesd","lastpage",2017-06-19 09:35:53,49,5,55,15,16,93,,15,16,0,3,5,101,569,,57,999,999
